job_title,company_name,location,salary_range,job_type,experience_level,education_req,job_requirements,posted_date,source_platform,city,province,salary_visible,salary_min,salary_max,title_length,requirements_length
DevOps Engineer,Transnovasi Bangun Persada,"Jakarta Timur,DKI Jakarta",Rp 10 jt-13 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+7 | Jenkins,3 hari yang lalu,glints,Jakarta Timur,DKI Jakarta,1,10000000,13000000,15,12
DevOps Engineer,Goodeva Technology,"Bekasi,Jawa Barat",Rp 5 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | NoSQL,9 hari yang lalu,glints,Bekasi,Jawa Barat,1,5000000,8000000,15,10
DevOps Engineer,PT Dikstra Cipta Solusi,"Jakarta Selatan,DKI Jakarta","Rp 4,8 jt-7,2 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Remote Support,10 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,4800000,7200000,15,19
DevOps Engineer,PT Hydrax Teknologi Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 15 jt-20 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+10 | Remote/Dari rumah,14 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,15000000,20000000,15,23
DevOps Engineer,PT Evolusi Teknologi Solusi (Evoteks),"Jakarta Pusat,DKI Jakarta",Rp 8 jt-12 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+5 | DevOps,18 hari yang lalu,glints,Jakarta Pusat,DKI Jakarta,1,8000000,12000000,15,11
DevOps Engineer,PT Mustika Jaya Lestari,"Jakarta Utara,DKI Jakarta",Rp 7 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal SMA/SMK,+5 | Ansible,4 hari yang lalu,glints,Jakarta Utara,DKI Jakarta,1,7000000,10000000,15,12
DevOps Engineer,PT Teknologi Struktur Berantai,"Jakarta Selatan,DKI Jakarta",Rp 10 jt-15 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),React Native | +4,2 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,10000000,15000000,15,17
DevOps Engineer,PT Bagus Harapan Tritunggal,"Jakarta Pusat,DKI Jakarta","Rp 7,6 jt-11 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+5 | Docker,8 hari yang lalu,glints,Jakarta Pusat,DKI Jakarta,1,7600000,11000000,15,11
DevOps Engineer,Darmawan Aryansyah Grup,"Jakarta Selatan,DKI Jakarta",Rp 13 jt-15 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+7 | Microsoft Office,17 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,13000000,15000000,15,21
DevOps Engineer,Pt Solusi Teknologi Niaga,"Jakarta Selatan,DKI Jakarta",Rp 15 jt-18 jt,Penuh Waktu,3–5 tahun,Minimal SMA/SMK,+10 | Remote/Dari rumah,Kemarin,glints,Jakarta Selatan,DKI Jakarta,1,15000000,18000000,15,23
DevOps engineer,PT Karsa Omni Teknologi Adicipta,"Jakarta Barat,DKI Jakarta",Rp 12 jt-15 jt,Penuh Waktu,5–10 tahun,Minimal Diploma (D1 - D4),+2 | Docker,Kemarin,glints,Jakarta Barat,DKI Jakarta,1,12000000,15000000,15,11
DevOps Engineer,PT. Apik Media Inovasi,"Jakarta Selatan,DKI Jakarta","Rp 3,5 jt-6 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Network Monitoring | +5 | Linux,4 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,3500000,6000000,15,31
DevOps Engineer,PT. Fortech Indotama,"Jakarta Selatan,DKI Jakarta","Rp 7,5 jt-10 jt",Freelance,3–5 tahun,Minimal Sarjana (S1),Ticketing System | +2,9 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,7500000,10000000,15,21
DevOps Engineer,PT Umara Multi Bisnis,"Bandung,Jawa Barat","Rp 3,1 jt-5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+3 | Hardware Maintenance,30 hari yang lalu,glints,Bandung,Jawa Barat,1,3100000,5000000,15,25
IT DevOps Engineer,PT. Abadi Sejahtera Finansindo,"Kab. Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Financial System Management,6 hari yang lalu,glints,Kab. Tangerang,Banten,0,0,0,18,32
Senior Devops Engineer,PT Aktualisasi Gratia Talenta Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 18 jt-25 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+7 | Docker,7 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,18000000,25000000,22,11
Junior DevOps Engineer,Klikcair,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Log Analysis | +9,17 hari yang lalu,glints,Jakarta Barat,DKI Jakarta,0,0,0,22,17
DevOps Engineer / Platform Engineer,Accelist Lentera Indonesia,"Jakarta Pusat,DKI Jakarta",Rp 10 jt-13 jt,Kontrak,3–5 tahun,Minimal Diploma (D1 - D4),+6 | Kafka,10 hari yang lalu,glints,Jakarta Pusat,DKI Jakarta,1,10000000,13000000,35,10
DevOps Engineer INTERN,Insignia,"Jakarta Barat,DKI Jakarta","Rp 1 jt-1,5 jt",Magang,Not Specified,Minimal Sarjana (S1),Hybrid | +4 | Docker,3 hari yang lalu,glints,Jakarta Barat,DKI Jakarta,1,1000000,1500000,22,20
DevOps Engineer – Azure Cloud,Kitameraki,"Yogyakarta,DI Yogyakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Infrastructure as Code | +3,8 hari yang lalu,glints,Yogyakarta,DI Yogyakarta,0,0,0,29,27
DevOps & Network Engineer,PT Inova Medika Solusindo,"Bandung,Jawa Barat","Rp 3,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Computer Networking | +2,21 hari yang lalu,glints,Bandung,Jawa Barat,1,3500000,4000000,25,24
Site Reliability Engineer,PT Delta Omega Beta,"Jakarta Pusat,DKI Jakarta",Rp 15 jt-20 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +3,14 hari yang lalu,glints,Jakarta Pusat,DKI Jakarta,1,15000000,20000000,25,11
Site Reliability Engineer,PT Asia Jaya Remindo,"Jakarta Selatan,DKI Jakarta",Rp 15 jt-20 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Prometheus,15 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,15000000,20000000,25,15
Associate Site Reliability Engineer,PT. DES Teknologi Informasi (DESNET),"Semarang,Jawa Tengah",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+1 | Cloud Security | Linux,10 hari yang lalu,glints,Semarang,Jawa Tengah,0,0,0,35,27
Senior Site Reliability Engineer,Reku,"Jakarta Selatan,DKI Jakarta",Rp 20 jt-35 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),Hybrid | +12,14 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,20000000,35000000,32,12
site engineer,Ekamas Mandiri Group,"Batam,Kepulauan Riau",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),Civil Engineering | +3,2 hari yang lalu,glints,Batam,Kepulauan Riau,0,0,0,13,22
Site Engineer,Maha Bangunan,"Jakarta Selatan,DKI Jakarta","Rp 4 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Structural BIM,2 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,4000000,4500000,13,19
SITE ENGINEER,PT Maju Makmur Cemerlang,"Jakarta Barat,DKI Jakarta","Rp 5,5 jt-7 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | General K3,3 hari yang lalu,glints,Jakarta Barat,DKI Jakarta,1,5500000,7000000,13,15
Engineer On Site (EOS),PT. DES Teknologi Informasi (DESNET),"Kab. Pemalang,Jawa Tengah",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+1 | Customer Service | IT Support,Urgent14 jam yang lalu,glints,Kab. Pemalang,Jawa Tengah,0,0,0,22,34
Site Engineer,PT. Rumah Mulia Indonesia,"Kab. Kuningan,Jawa Barat",Rp 3 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+6 | SAP,Kemarin,glints,Kab. Kuningan,Jawa Barat,1,3000000,3000000,13,8
Site Engineer,Kanca Studio,"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | AutoCAD,7 hari yang lalu,glints,Kab. Sleman,DI Yogyakarta,0,0,0,13,12
Site Engineer,Waringin Warehouse,"Kab. Tangerang,Banten","Rp 5 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,AutoCAD | +3,7 hari yang lalu,glints,Kab. Tangerang,Banten,1,5000000,5500000,13,12
Site Engineer,PT Kokoh Sarana Pondasi,"Jakarta Barat,DKI Jakarta","Rp 1,2 jt-2,3 jt",Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +5,8 hari yang lalu,glints,Jakarta Barat,DKI Jakarta,1,1200000,2300000,13,11
Site Engineer,PT. Caspian Neuasa Construction Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 4 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),AutoCAD | +5,9 jam yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,4000000,7000000,13,12
Site Engineer,Masjid Ismuhu Yahya,"Kab. Kubu Raya,Kalimantan Barat","Rp 3 jt-3,8 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Structural BIM,4 hari yang lalu,glints,Kab. Kubu Raya,Kalimantan Barat,1,3000000,3800000,13,19
Site Engineer,Pt Bukitmega Masabadi,"Kab. Bekasi,Jawa Barat","Rp 7,5 jt-8 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Civil Engineering | +4,25 hari yang lalu,glints,Kab. Bekasi,Jawa Barat,1,7500000,8000000,13,22
Site Engineer,PT Berkat Sarana Teknik,"Jakarta Barat,DKI Jakarta","Rp 7,5 jt-18 jt",Paruh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +6,28 hari yang lalu,glints,Jakarta Barat,DKI Jakarta,1,7500000,18000000,13,11
SITE ENGINEER,PT Sarana Industrial Perkasa,"Batam,Kepulauan Riau",Rp 7 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | AutoCAD,30 hari yang lalu,glints,Batam,Kepulauan Riau,1,7000000,10000000,13,12
Site Engineer,Jati Kencana Beton Ungaran,"Kab. Semarang,Jawa Tengah","Rp 3 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Structural BIM | +3,30 hari yang lalu,glints,Kab. Semarang,Jawa Tengah,1,3000000,4500000,13,19
Site Engineer,PT Daya Alam Surya,"Jakarta Utara,DKI Jakarta","Rp 1,1 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Problem Solving,30 hari yang lalu,glints,Jakarta Utara,DKI Jakarta,1,1100000,1100000,13,20
Site Engineer,Berlian Djaya Nusantara,"Kab. Subang,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),AutoCAD | +5,13 hari yang lalu,glints,Kab. Subang,Jawa Barat,0,0,0,13,12
Site Engineer,PT. Artha Grafika Mediatama,"Jakarta Barat,DKI Jakarta","Rp 6 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Civil Engineering,31 hari yang lalu,glints,Jakarta Barat,DKI Jakarta,1,6000000,7500000,13,22
site engineer,PT Dalila Sinar Persada,"Kab. Karawang,Jawa Barat",Rp 4 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | Teamwork,17 hari yang lalu,glints,Kab. Karawang,Jawa Barat,1,4000000,5000000,13,13
Site Engineer,Shaanxi Yoongjin Construction Engineering Co..Ltd,"Semarang,Jawa Tengah",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Civil Engineering,17 hari yang lalu,glints,Semarang,Jawa Tengah,1,4000000,6000000,13,22
Site Engineer Intern,Mata Air Persada,"Jakarta Pusat,DKI Jakarta",Rp 2 jt,Magang,Not Specified,Minimal Sarjana (S1),Construction Management | Civil Engineering | +1,15 jam yang lalu,glints,Jakarta Pusat,DKI Jakarta,1,2000000,2000000,20,48
Engineer On Site,PT BLIP INTEGRATOR PROVIDER,"Denpasar,Bali",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Network Troubleshooting | +2,Kemarin,glints,Denpasar,Bali,0,0,0,16,28
Site Engineer Properti,GAN PROPERTI Bandung,"Bandung,Jawa Barat",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Cross-functional Team Leadership,14 hari yang lalu,glints,Bandung,Jawa Barat,1,4000000,6000000,22,37
Engineer on Site,PT TEREX,"Bekasi,Jawa Barat","Rp 3,5 jt-3,7 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Teamwork | AutoCAD | Quality Control,3 hari yang lalu,glints,Bekasi,Jawa Barat,1,3500000,3700000,16,36
Site Engineer Struktur,PT Panca Terang Abadi,"Depok,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Structural BIM,8 hari yang lalu,glints,Depok,Jawa Barat,0,0,0,22,19
SITE ENGINEER STAFF,PT Texmura,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+2 | Civil Engineering,16 hari yang lalu,glints,Jakarta Pusat,DKI Jakarta,0,0,0,19,22
Site Engineer Struktur,PT Bernofarm Pharmaceutical,"Kab. Sidoarjo,Jawa Timur","Rp 5,2 jt-5,3 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | AutoCAD,8 jam yang lalu,glints,Kab. Sidoarjo,Jawa Timur,1,5200000,5300000,22,12
QA Engineer,Integrasi Optimal Visitama (IOV),"Surabaya,Jawa Timur",Rp 7 jt-9 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+6 | Quality Assurance,28 hari yang lalu,glints,Surabaya,Jawa Timur,1,7000000,9000000,11,22
QA Engineer,Pt. Nusantara Berkah Digital,"Kab. Bantul,DI Yogyakarta",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Quality Assurance | +5,22 jam yang lalu,glints,Kab. Bantul,DI Yogyakarta,1,3000000,4000000,11,22
QA Engineer,PT KAJA INDO AERO,"Bekasi,Jawa Barat",Rp 9 jt-15 jt,Kontrak,5–10 tahun,Minimal Sarjana (S1),+6 | Remote/Dari rumah,3 hari yang lalu,glints,Bekasi,Jawa Barat,1,9000000,15000000,11,22
QA Engineer,PT Rahadhyan International Capital Haven,"Bandung,Jawa Barat",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Hybrid | +3,9 hari yang lalu,glints,Bandung,Jawa Barat,1,3000000,4000000,11,11
IT QA Engineer,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 6,5 jt-7,5 jt",Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Web Automation Testing,9 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,6500000,7500000,14,27
Software Testing / QA Engineer,AMDG Solutions,"Jakarta Barat,DKI Jakarta",Rp 8 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+5 | Remote/Dari rumah,11 hari yang lalu,glints,Jakarta Barat,DKI Jakarta,1,8000000,12000000,30,22
QA Engineer Automation,PT Phincon,"Bandung,Jawa Barat",Rp 8 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+3 | Katalon,6 hari yang lalu,glints,Bandung,Jawa Barat,1,8000000,12000000,22,12
Data QA Engineer,Magna Solusi Indonesia,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),Hybrid | +12,10 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,0,0,0,16,12
QUALITY (QA) ENGINEER,PT. Asuransi Digital Bersama,"Jakarta Pusat,DKI Jakarta","Rp 5,6 jt-8,4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Quality Assurance,7 hari yang lalu,glints,Jakarta Pusat,DKI Jakarta,1,5600000,8400000,21,22
Data QA Engineer,Pt Digital Talent Indonesia,"Jakarta Barat,DKI Jakarta",Rp 8 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +8,8 hari yang lalu,glints,Jakarta Barat,DKI Jakarta,1,8000000,10000000,16,11
IT QA Engineer,Abishar Technologies,"Kab. Sleman,DI Yogyakarta","Rp 4,5 jt-5 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),Postman Software | +9,14 hari yang lalu,glints,Kab. Sleman,DI Yogyakarta,1,4500000,5000000,14,21
QA Engineer (WFO Malang),Apique Resikindo Prima,"Malang,Jawa Timur",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+17 | API Testing,2 hari yang lalu,glints,Malang,Jawa Timur,1,4000000,6000000,24,17
QA Lead,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta",Rp 14 jt-15 jt,Kontrak,Lebih dari 10 tahun,Minimal Sarjana (S1),+2 | Lead Team,3 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,14000000,15000000,7,14
Software QA Engineer (Automation),SoftwareSeni,"Yogyakarta,DI Yogyakarta",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Diploma (D1 - D4),+7 | Maestro,17 hari yang lalu,glints,Yogyakarta,DI Yogyakarta,0,0,0,33,12
QA Staff,PT. CT Advance Technology,"Cilegon,Banten",Rp 5 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | QA Testing,3 hari yang lalu,glints,Cilegon,Banten,1,5000000,8000000,8,15
QA Engineer for Insurance Industry,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),+6 | Katalon,18 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,0,0,0,34,12
QA Tester - Banking,PT Sigma Global Teknologi,"Tangerang Selatan,Banten","Rp 7 jt-7,5 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),WEB TEST | +3,14 hari yang lalu,glints,Tangerang Selatan,Banten,1,7000000,7500000,19,13
Junior QA Engineer - English Speaker,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 7 jt-7,4 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+8 | SDLC,9 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,7000000,7400000,36,9
Quality Assurance (QA),Pt Jj Gloves Indo,"Kab. Klaten,Jawa Tengah","Rp 2,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Teamwork | +1 | Attention to Detail,12 jam yang lalu,glints,Kab. Klaten,Jawa Tengah,1,2500000,2500000,22,35
Quality Assurance (QA),PT Seefluencer Digital Kreatif,"Kab. Tangerang,Banten","Rp 5,2 jt-5,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Manual Testing | Automation Testing,3 hari yang lalu,glints,Kab. Tangerang,Banten,1,5200000,5500000,22,40
QA Civil Engineer,PT Mintex Teknik Dan Peralatan Mesin,"Jakarta Selatan,DKI Jakarta",Rp 20 jt-22 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,21 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,20000000,22000000,17,11
QUALITY ASSURANCE (QA),PT Pasti Makmur Abadi,"Jakarta Barat,DKI Jakarta",Rp 12 jt-16 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+3 | SDLC,25 hari yang lalu,glints,Jakarta Barat,DKI Jakarta,1,12000000,16000000,22,9
QA Staff,PT. Bahari Prima Manunggal,"Jakarta Barat,DKI Jakarta",Rp 6 jt-8 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+4 | SSOP,7 hari yang lalu,glints,Jakarta Barat,DKI Jakarta,1,6000000,8000000,8,9
QA M&E Engineer,PT Mintex Teknik Dan Peralatan Mesin,"Jakarta Selatan,DKI Jakarta",Rp 20 jt-22 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,21 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,20000000,22000000,15,11
Quality Assurance (QA) Intern - Hybrid,Artifisial Generatif Indonesia,"Tangerang Selatan,Banten",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,Hybrid | QA Testing | +3,10 hari yang lalu,glints,Tangerang Selatan,Banten,0,0,0,38,24
QA Reviewer,PT Code Development Indonesia,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | QA Testing,3 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,0,0,0,11,15
Quality Assurance (QA),PT. Hama Smart Solution,"Kab. Bekasi,Jawa Barat",Rp 1 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+3 | Remote/Dari rumah,18 hari yang lalu,glints,Kab. Bekasi,Jawa Barat,1,1000000,5000000,22,22
Software QA Intern,PT Omega Softindo,"Jakarta Barat,DKI Jakarta",Rp 1 jt-2 jt,Magang,Not Specified,Minimal Diploma (D1 - D4),Hybrid | +6 | QA Testing,24 hari yang lalu,glints,Jakarta Barat,DKI Jakarta,1,1000000,2000000,18,24
QA Sample,PT Ameya Livingstyle Indonesia,"Kab. Bantul,DI Yogyakarta","Rp 3 jt-3,2 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Quality Assurance,21 hari yang lalu,glints,Kab. Bantul,DI Yogyakarta,1,3000000,3200000,9,22
Manual Tester,PT Sigma Global Teknologi,"Kab. Tangerang,Banten","Rp 5 jt-5,8 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+3 | Agile Methodologies,7 bulan yang lalu,glints,Kab. Tangerang,Banten,1,5000000,5800000,13,24
Software Tester (Automation Testing),PT Intikom Berlian Mustika,"Jakarta Selatan,DKI Jakarta",Rp 10 jt-11 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+5 | cypress,22 jam yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,10000000,11000000,36,12
Quality Assurance Tester,Krida Technologies,"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),+6 | Remote/Dari rumah,4 hari yang lalu,glints,Kab. Sleman,DI Yogyakarta,0,0,0,24,22
Quality Assurance Tester,Solusi Teknologi Kreatif,"Jakarta Selatan,DKI Jakarta","Rp 6,1 jt-9,2 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | Automation Testing,9 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,6100000,9200000,24,23
Mid/ Senior QA Tester,Krenovator Sdn Bhd,"Tangerang,Banten",Rp 15 jt-40 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+4 | Remote/Dari rumah,3 hari yang lalu,glints,Tangerang,Banten,1,15000000,40000000,21,22
QA Automation (Magento Automation),PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta",Rp 12 jt-12 jt,Kontrak,5–10 tahun,Minimal Sarjana (S1),+2 | Automation Testing,3 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,12000000,12000000,34,23
QA Tester Lead (Banking),PT Unilabel Pakindo Jaya,"Jakarta Barat,DKI Jakarta",Rp 11 jt-13 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+2 | Quality Assurance,2 hari yang lalu,glints,Jakarta Barat,DKI Jakarta,1,11000000,13000000,24,22
Quality Assurance Tester,PT. Fortech Indotama,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-7 jt,Freelance,3–5 tahun,Minimal Sarjana (S1),+2 | QA Testing,10 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,6000000,7000000,24,15
Quality Assurance Tester,PT Total Cloud Solutions,"Jakarta Barat,DKI Jakarta",Rp 7 jt-9 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Postman Software,7 jam yang lalu,glints,Jakarta Barat,DKI Jakarta,1,7000000,9000000,24,21
Quality Assurance Tester,Assemblr World,"Bandung,Jawa Barat","Rp 1,7 jt-2 jt",Magang,Not Specified,Minimal Sarjana (S1),QA Testing | Quality Assurance | +1,7 hari yang lalu,glints,Bandung,Jawa Barat,1,1700000,2000000,24,35
Peneration Tester,PT Sawah Cyber Security,"Denpasar,Bali","Rp 6 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Defect Management,3 hari yang lalu,glints,Denpasar,Bali,1,6000000,7500000,17,22
[Part Time] QA/Tester,PT. Timedoor Indonesia,"Denpasar,Bali","Rp 2 jt-2,4 jt",Paruh Waktu,Not Specified,Minimal SMA/SMK,QA Testing | +1 | Automation Testing,Kemarin,glints,Denpasar,Bali,1,2000000,2400000,21,36
Quality Assurance (Middle Tester),PT. Deptech Digital Indonesia,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Quality Assurance | +3,12 jam yang lalu,glints,Jakarta Pusat,DKI Jakarta,0,0,0,33,22
Software Tester,Altek Citra Cemerlang,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),QA Testing | +5,4 hari yang lalu,glints,Jakarta Pusat,DKI Jakarta,0,0,0,15,15
QA Automation,Hipros,"Jakarta Timur,DKI Jakarta","Rp 5 jt-6,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+1 | Quality Assurance | Automation Testing,8 hari yang lalu,glints,Jakarta Timur,DKI Jakarta,1,5000000,6500000,13,43
System Tester,Mobius Digital,"Jakarta Utara,DKI Jakarta",Rp 1 jt-15 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Jira | +3,10 jam yang lalu,glints,Jakarta Utara,DKI Jakarta,1,1000000,15000000,13,9
QA Automation,NBS (nusantara beta studio),"Jakarta Selatan,DKI Jakarta",Rp 1 jt-10 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),Hybrid | +5,4 hari yang lalu,glints,Jakarta Selatan,DKI Jakarta,1,1000000,10000000,13,11
QA Automation,PT Pro Sigmaka Mandiri,"Jakarta Utara,DKI Jakarta",Rp 6 jt-8 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | Katalon,8 hari yang lalu,glints,Jakarta Utara,DKI Jakarta,1,6000000,8000000,13,12
IT Performance Tester,Pt. Swadharma Duta Data,"Jakarta Pusat,DKI Jakarta",Rp 7 jt-9 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+7 | SQL,2 hari yang lalu,glints,Jakarta Pusat,DKI Jakarta,1,7000000,9000000,21,8
