job_title,company_name,location,salary_range,job_type,experience_level,education_req,job_requirements,posted_date,source_platform
SITE ENGINEER,PT Maju Makmur Cemerlang,"Jakarta Barat,DKI Jakarta","Rp 5,5 jt-7 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | General K3,3 hari yang lalu,glints
Engineer On Site (EOS),PT. DES Teknologi Informasi (DESNET),"Kab. Pemalang,Jawa Tengah",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+1 | Customer Service | IT Support,Urgent14 jam yang lalu,glints
Site Engineer,PT. Rumah Mulia Indonesia,"Kab. Kuningan,Jawa Barat",Rp 3 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+6 | SAP,Kemarin,glints
Site Engineer,Kanca Studio,"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | AutoCAD,7 hari yang lalu,glints
Site Engineer,Waringin Warehouse,"Kab. Tangerang,Banten","Rp 5 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,AutoCAD | +3,7 hari yang lalu,glints
Site Engineer,PT Kokoh Sarana Pondasi,"Jakarta Barat,DKI Jakarta","Rp 1,2 jt-2,3 jt",Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +5,8 hari yang lalu,glints
Site Engineer,PT. Caspian Neuasa Construction Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 4 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),AutoCAD | +5,9 jam yang lalu,glints
Site Engineer,Masjid Ismuhu Yahya,"Kab. Kubu Raya,Kalimantan Barat","Rp 3 jt-3,8 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Structural BIM,4 hari yang lalu,glints
Site Engineer,Pt Bukitmega Masabadi,"Kab. Bekasi,Jawa Barat","Rp 7,5 jt-8 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Civil Engineering | +4,25 hari yang lalu,glints
Site Engineer,PT Berkat Sarana Teknik,"Jakarta Barat,DKI Jakarta","Rp 7,5 jt-18 jt",Paruh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +6,28 hari yang lalu,glints
SITE ENGINEER,PT Sarana Industrial Perkasa,"Batam,Kepulauan Riau",Rp 7 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | AutoCAD,30 hari yang lalu,glints
Site Engineer,Jati Kencana Beton Ungaran,"Kab. Semarang,Jawa Tengah","Rp 3 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Structural BIM | +3,30 hari yang lalu,glints
Site Engineer,PT Daya Alam Surya,"Jakarta Utara,DKI Jakarta","Rp 1,1 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Problem Solving,30 hari yang lalu,glints
Site Engineer,Berlian Djaya Nusantara,"Kab. Subang,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),AutoCAD | +5,13 hari yang lalu,glints
Site Engineer,PT. Artha Grafika Mediatama,"Jakarta Barat,DKI Jakarta","Rp 6 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Civil Engineering,31 hari yang lalu,glints
site engineer,PT Dalila Sinar Persada,"Kab. Karawang,Jawa Barat",Rp 4 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | Teamwork,17 hari yang lalu,glints
Site Engineer,Shaanxi Yoongjin Construction Engineering Co..Ltd,"Semarang,Jawa Tengah",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Civil Engineering,17 hari yang lalu,glints
Site Engineer Intern,Mata Air Persada,"Jakarta Pusat,DKI Jakarta",Rp 2 jt,Magang,Not Specified,Minimal Sarjana (S1),Construction Management | Civil Engineering | +1,15 jam yang lalu,glints
Engineer On Site,PT BLIP INTEGRATOR PROVIDER,"Denpasar,Bali",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Network Troubleshooting | +2,Kemarin,glints
Site Engineer Properti,GAN PROPERTI Bandung,"Bandung,Jawa Barat",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Cross-functional Team Leadership,14 hari yang lalu,glints
Engineer on Site,PT TEREX,"Bekasi,Jawa Barat","Rp 3,5 jt-3,7 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Teamwork | AutoCAD | Quality Control,3 hari yang lalu,glints
Site Engineer Struktur,PT Panca Terang Abadi,"Depok,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Structural BIM,8 hari yang lalu,glints
SITE ENGINEER STAFF,PT Texmura,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+2 | Civil Engineering,16 hari yang lalu,glints
Site Engineer Struktur,PT Bernofarm Pharmaceutical,"Kab. Sidoarjo,Jawa Timur","Rp 5,2 jt-5,3 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | AutoCAD,8 jam yang lalu,glints
QA Engineer,Integrasi Optimal Visitama (IOV),"Surabaya,Jawa Timur",Rp 7 jt-9 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+6 | Quality Assurance,28 hari yang lalu,glints
QA Engineer,Pt. Nusantara Berkah Digital,"Kab. Bantul,DI Yogyakarta",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Quality Assurance | +5,22 jam yang lalu,glints
QA Engineer,PT KAJA INDO AERO,"Bekasi,Jawa Barat",Rp 9 jt-15 jt,Kontrak,5–10 tahun,Minimal Sarjana (S1),+6 | Remote/Dari rumah,3 hari yang lalu,glints
QA Engineer,PT Rahadhyan International Capital Haven,"Bandung,Jawa Barat",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Hybrid | +3,9 hari yang lalu,glints
IT QA Engineer,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 6,5 jt-7,5 jt",Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Web Automation Testing,9 hari yang lalu,glints
Software Testing / QA Engineer,AMDG Solutions,"Jakarta Barat,DKI Jakarta",Rp 8 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+5 | Remote/Dari rumah,11 hari yang lalu,glints
QA Engineer Automation,PT Phincon,"Bandung,Jawa Barat",Rp 8 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+3 | Katalon,6 hari yang lalu,glints
Data QA Engineer,Magna Solusi Indonesia,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),Hybrid | +12,10 hari yang lalu,glints
QUALITY (QA) ENGINEER,PT. Asuransi Digital Bersama,"Jakarta Pusat,DKI Jakarta","Rp 5,6 jt-8,4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Quality Assurance,7 hari yang lalu,glints
Data QA Engineer,Pt Digital Talent Indonesia,"Jakarta Barat,DKI Jakarta",Rp 8 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +8,8 hari yang lalu,glints
IT QA Engineer,Abishar Technologies,"Kab. Sleman,DI Yogyakarta","Rp 4,5 jt-5 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),Postman Software | +9,14 hari yang lalu,glints
QA Engineer (WFO Malang),Apique Resikindo Prima,"Malang,Jawa Timur",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+17 | API Testing,2 hari yang lalu,glints
QA Lead,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta",Rp 14 jt-15 jt,Kontrak,Lebih dari 10 tahun,Minimal Sarjana (S1),+2 | Lead Team,3 hari yang lalu,glints
Software QA Engineer (Automation),SoftwareSeni,"Yogyakarta,DI Yogyakarta",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Diploma (D1 - D4),+7 | Maestro,17 hari yang lalu,glints
QA Staff,PT. CT Advance Technology,"Cilegon,Banten",Rp 5 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | QA Testing,3 hari yang lalu,glints
QA Engineer for Insurance Industry,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),+6 | Katalon,18 hari yang lalu,glints
QA Tester - Banking,PT Sigma Global Teknologi,"Tangerang Selatan,Banten","Rp 7 jt-7,5 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),WEB TEST | +3,14 hari yang lalu,glints
Junior QA Engineer - English Speaker,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 7 jt-7,4 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+8 | SDLC,9 hari yang lalu,glints
Quality Assurance (QA),Pt Jj Gloves Indo,"Kab. Klaten,Jawa Tengah","Rp 2,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Teamwork | +1 | Attention to Detail,12 jam yang lalu,glints
Quality Assurance (QA),PT Seefluencer Digital Kreatif,"Kab. Tangerang,Banten","Rp 5,2 jt-5,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Manual Testing | Automation Testing,3 hari yang lalu,glints
QA Civil Engineer,PT Mintex Teknik Dan Peralatan Mesin,"Jakarta Selatan,DKI Jakarta",Rp 20 jt-22 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,21 hari yang lalu,glints
QUALITY ASSURANCE (QA),PT Pasti Makmur Abadi,"Jakarta Barat,DKI Jakarta",Rp 12 jt-16 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+3 | SDLC,25 hari yang lalu,glints
QA Staff,PT. Bahari Prima Manunggal,"Jakarta Barat,DKI Jakarta",Rp 6 jt-8 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+4 | SSOP,7 hari yang lalu,glints
QA M&E Engineer,PT Mintex Teknik Dan Peralatan Mesin,"Jakarta Selatan,DKI Jakarta",Rp 20 jt-22 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,21 hari yang lalu,glints
Quality Assurance (QA) Intern - Hybrid,Artifisial Generatif Indonesia,"Tangerang Selatan,Banten",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,Hybrid | QA Testing | +3,10 hari yang lalu,glints
QA Reviewer,PT Code Development Indonesia,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | QA Testing,3 hari yang lalu,glints
Quality Assurance (QA),PT. Hama Smart Solution,"Kab. Bekasi,Jawa Barat",Rp 1 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+3 | Remote/Dari rumah,18 hari yang lalu,glints
Software QA Intern,PT Omega Softindo,"Jakarta Barat,DKI Jakarta",Rp 1 jt-2 jt,Magang,Not Specified,Minimal Diploma (D1 - D4),Hybrid | +6 | QA Testing,24 hari yang lalu,glints
QA Sample,PT Ameya Livingstyle Indonesia,"Kab. Bantul,DI Yogyakarta","Rp 3 jt-3,2 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Quality Assurance,21 hari yang lalu,glints
Manual Tester,PT Sigma Global Teknologi,"Kab. Tangerang,Banten","Rp 5 jt-5,8 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+3 | Agile Methodologies,7 bulan yang lalu,glints
Software Tester (Automation Testing),PT Intikom Berlian Mustika,"Jakarta Selatan,DKI Jakarta",Rp 10 jt-11 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+5 | cypress,22 jam yang lalu,glints
Quality Assurance Tester,Krida Technologies,"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),+6 | Remote/Dari rumah,4 hari yang lalu,glints
Quality Assurance Tester,Solusi Teknologi Kreatif,"Jakarta Selatan,DKI Jakarta","Rp 6,1 jt-9,2 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | Automation Testing,9 hari yang lalu,glints
Mid/ Senior QA Tester,Krenovator Sdn Bhd,"Tangerang,Banten",Rp 15 jt-40 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+4 | Remote/Dari rumah,3 hari yang lalu,glints
QA Automation (Magento Automation),PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta",Rp 12 jt-12 jt,Kontrak,5–10 tahun,Minimal Sarjana (S1),+2 | Automation Testing,3 hari yang lalu,glints
QA Tester Lead (Banking),PT Unilabel Pakindo Jaya,"Jakarta Barat,DKI Jakarta",Rp 11 jt-13 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+2 | Quality Assurance,2 hari yang lalu,glints
Quality Assurance Tester,PT. Fortech Indotama,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-7 jt,Freelance,3–5 tahun,Minimal Sarjana (S1),+2 | QA Testing,10 hari yang lalu,glints
Quality Assurance Tester,PT Total Cloud Solutions,"Jakarta Barat,DKI Jakarta",Rp 7 jt-9 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Postman Software,7 jam yang lalu,glints
Quality Assurance Tester,Assemblr World,"Bandung,Jawa Barat","Rp 1,7 jt-2 jt",Magang,Not Specified,Minimal Sarjana (S1),QA Testing | Quality Assurance | +1,7 hari yang lalu,glints
Peneration Tester,PT Sawah Cyber Security,"Denpasar,Bali","Rp 6 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Defect Management,3 hari yang lalu,glints
[Part Time] QA/Tester,PT. Timedoor Indonesia,"Denpasar,Bali","Rp 2 jt-2,4 jt",Paruh Waktu,Not Specified,Minimal SMA/SMK,QA Testing | +1 | Automation Testing,Kemarin,glints
Quality Assurance (Middle Tester),PT. Deptech Digital Indonesia,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Quality Assurance | +3,12 jam yang lalu,glints
Software Tester,Altek Citra Cemerlang,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),QA Testing | +5,4 hari yang lalu,glints
QA Automation,Hipros,"Jakarta Timur,DKI Jakarta","Rp 5 jt-6,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+1 | Quality Assurance | Automation Testing,8 hari yang lalu,glints
System Tester,Mobius Digital,"Jakarta Utara,DKI Jakarta",Rp 1 jt-15 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Jira | +3,10 jam yang lalu,glints
QA Automation,NBS (nusantara beta studio),"Jakarta Selatan,DKI Jakarta",Rp 1 jt-10 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),Hybrid | +5,4 hari yang lalu,glints
QA Automation,PT Pro Sigmaka Mandiri,"Jakarta Utara,DKI Jakarta",Rp 6 jt-8 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | Katalon,8 hari yang lalu,glints
IT Performance Tester,Pt. Swadharma Duta Data,"Jakarta Pusat,DKI Jakarta",Rp 7 jt-9 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+7 | SQL,2 hari yang lalu,glints
QA Automation (SDET),PT Pronata Data Insani,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Selenium WebDriver,3 hari yang lalu,glints
Penetration Tester,PT Computrade Technology International,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Burpsuite | Security Testing | +8,3 hari yang lalu,glints
Automation Engineer (Rockwell Automation),Pro Worker,"Jakarta Selatan,DKI Jakarta",Rp 9 jt-12 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),"+2 | Plc Rockwell (controllogix, Compactlogix, Micrologix)",4 hari yang lalu,glints
QA Manual & Automation,PT Cartenz Technology Indonesia,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+5 | Attention to Detail,Kemarin,glints
Penetration Tester,PT Xynexis International,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),Hybrid | +3,24 hari yang lalu,glints
QA Automation [Banking],PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 6,8 jt-7,4 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+4 | Selenium WebDriver,3 hari yang lalu,glints
IT QA Automation,PT Sigma Global Teknologi,"Tangerang Selatan,Banten","Rp 7,5 jt-9 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | Regression Testing,2 bulan yang lalu,glints
Automation Engineer,Indoserako Sejahterta,"Kab. Sidoarjo,Jawa Timur",Rp 5 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | SCADA,8 hari yang lalu,glints
Penetration Tester Lead,PT. ASABA DIGITAL INNOTECH,"Jakarta Selatan,DKI Jakarta","Rp 8,5 jt-13 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | QA Testing,7 hari yang lalu,glints
Data Analyst Internship,CLYCKS DIGITAL,"Bandung,Jawa Barat",Tidak Ditampilkan,Magang,Not Specified,Minimal Diploma (D1 - D4),+2 | Statistics | Microsoft Excel,17 hari yang lalu,glints
Data Analyst,PT Tata Jago Utama (KABOBS Premium Kebab),"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+5 | Power BI,2 hari yang lalu,glints
Data Analyst,Nusantara Sakti Group,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Business Improvement | +15,Kemarin,glints
Data Analyst,Jamise Syari,"Bandung,Jawa Barat","Rp 5,5 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+5 | Power BI,22 jam yang lalu,glints
Data Analyst,PT Fan Integrasi Teknologi,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+3 | PyTorch,3 hari yang lalu,glints
Data Analyst,PT. MEA DIGITAL MARKETING,"Bandung,Jawa Barat","Rp 4,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Time Management,8 hari yang lalu,glints
Data Analyst,PT. 4net Prima Solusi,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-9 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Power BI | +14,18 hari yang lalu,glints
Data Analyst,Unitech Indonesia,"Malang,Jawa Timur",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Microsoft Excel,20 hari yang lalu,glints
data analyst,Solutionlabs Grup Indonesia,"Kab. Sleman,DI Yogyakarta","Rp 3 jt-3,3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Statistics | +6,3 hari yang lalu,glints
Data Analyst,PT. Makmur Abadi Puri,"Jakarta Barat,DKI Jakarta",Rp 4 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Microsoft Office | +8,6 hari yang lalu,glints
Data Analyst,PT Hermes Solusi Integrasi,"Jakarta Timur,DKI Jakarta",Rp 8 jt-10 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+7 | Data Visualization,8 jam yang lalu,glints
Data Analyst,IYKRA (PT Pusat Inovasi Nusantara),"Jakarta Selatan,DKI Jakarta",Rp 7 jt-9 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | Data Analysis,15 hari yang lalu,glints
Data Analyst,Vherkudara Eyewear,"Kab. Sleman,DI Yogyakarta","Rp 2,5 jt-3,3 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | Data Entry,3 hari yang lalu,glints
Data Analyst,HIGO,"Jakarta Barat,DKI Jakarta","Rp 5,7 jt-7 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Data Analysis,3 hari yang lalu,glints
Data Analyst,PT Hoco Asia Industry,"Jakarta Barat,DKI Jakarta",Rp 5 jt-7 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+9 | Data Analysis,14 hari yang lalu,glints
Data Analyst,PT Multi Lini Usaha,"Tangerang,Banten","Rp 7,5 jt-12 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Data analysis,21 hari yang lalu,glints
Data Analyst,Pt Solusi Integrasi Pratama,"Kab. Tangerang,Banten","Rp 5 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+8 | Microsoft SQL Server,5 hari yang lalu,glints
Data Analyst,ITsvirative.id,"Kab. Sleman,DI Yogyakarta","Rp 2,5 jt-3 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Data Visualization | Data Analysis | +8,24 hari yang lalu,glints
Data Analyst,PT Kairos Utama Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 10 jt-12 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+3 | Data Analysis,18 hari yang lalu,glints
Data Analyst,Red Communication Indonesia,"Jakarta Pusat,DKI Jakarta","Rp 5,8 jt-6,2 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +7,2 hari yang lalu,glints
Data Analyst,Pt. Tiga Daya Digital Indonesia,"Jakarta Timur,DKI Jakarta",Rp 7 jt-10 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+6 | Data Analysis,18 hari yang lalu,glints
Data Analyst,Pt Kreator Solusi Informasi,"Jakarta Timur,DKI Jakarta",Rp 6 jt-7 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+6 | Data Engineering,17 hari yang lalu,glints
Data Analyst,PT. KEPUH KENCANA ARUM,"Kab. Mojokerto,Jawa Timur",Rp 4 jt-5 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Statistics | +5,31 hari yang lalu,glints
Financial Data Analyst,PT Karya Maharendra Innovation,"Kab. Tangerang,Banten","Rp 7,5 jt-9 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +5,6 hari yang lalu,glints
Staf Data Analyst,LAZ Abulyatama Indonesia,"Bandung,Jawa Barat","Rp 1,8 jt-2,6 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),Statistics | +6 | Google Sheets,4 hari yang lalu,glints
Admin Data Analyst,Staff Inc Affiliator - Tiurma C***,"Tangerang Selatan,Banten",Rp 6 jt-7 jt,Kontrak,1–3 tahun,Minimal SMA/SMK,+2 | Data Analysis,7 hari yang lalu,glints
Admin Data Analyst,PT GIAT KARYA NUSANTARA,"Kab. Bandung Barat,Jawa Barat",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Data Analysis,12 hari yang lalu,glints
Senior Data Analyst,Foodizz,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+5 | Financial Analysis,2 hari yang lalu,glints
Intern-Data Analyst,AHA Commerce,"Jakarta Barat,DKI Jakarta","Rp 2,5 jt-2,5 jt",Magang,Not Specified,Minimal Sarjana (S1),Statistics | +1 | Microsoft Excel,19 hari yang lalu,glints
Data Engineer/Data Analyst,PT Pro Sigmaka Mandiri,"Jakarta Utara,DKI Jakarta",Rp 6 jt-8 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Tableau | +4,24 hari yang lalu,glints
Data Scientist,PT. DELTA NUANSA NIRWANA,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),MongoDB | +9,2 hari yang lalu,glints
Data Scientist,PT Avows Technologies,"Jakarta Selatan,DKI Jakarta","Rp 6 jt-8,5 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),PostgreSQL | +8,3 hari yang lalu,glints
Data Scientist,Bvarta,"Kab. Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Predictive Analytics | +6,14 hari yang lalu,glints
Data Scientist,Dnalytics Consulting,"Jakarta Utara,DKI Jakarta",Rp 1 jt-1 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +3,24 hari yang lalu,glints
Data Scientist,Groopy,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Pandas,9 hari yang lalu,glints
Data Scientist,PT. Hitech Smart Solution,"Jakarta Selatan,DKI Jakarta",Rp 3 jt-6 jt,Penuh Waktu,Not Specified,Minimal Sarjana (S1),Data Modeling | +3 | Microsoft SQL Server,31 hari yang lalu,glints
Data Scientist,PT. Hypefast Karya Nusantara,"Jakarta Selatan,DKI Jakarta","Rp 5,7 jt-8,1 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Tableau | +9,17 hari yang lalu,glints
Data Scientist,PT Karsa Omni Teknologi Adicipta,"Jakarta Barat,DKI Jakarta",Rp 10 jt-15 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,25 hari yang lalu,glints
Data Engineer / Data Scientist (Banking),PT Avows Technologies,"Jakarta Selatan,DKI Jakarta","Rp 8,5 jt-9 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Data Processing,3 hari yang lalu,glints
Data Analyst / Engineer / Scientist,Metrocom Jaddi Technology,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-9 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),JSON | +5,31 hari yang lalu,glints
Staff Data Analyst dan Scientist,PT Arqom Technology Innovation,"Kab. Bantul,DI Yogyakarta","Rp 2,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Data Visualization | +1 | Data Analysis,Kemarin,glints
Data Engineer,PT Badr Interactive,"Depok,Jawa Barat",Rp 7 jt-10 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Hybrid | +4,3 hari yang lalu,glints
Data Engineer,PT Pronata Data Insani,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),SQL | +8,4 hari yang lalu,glints
Formulation Scientist,CV Kuda Sadara,"Kab. Bogor,Jawa Barat",Rp 4 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Research and Development (R&D),9 hari yang lalu,glints
Data Engineer,Magna Solusi Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 7 jt-9 jt,Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),Talend | +13,10 hari yang lalu,glints
Data Engineer,Nodewave Indonesia,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),"Data Infrastructure | +5 | Extract, Transform, Load (ETL)",13 jam yang lalu,glints
