job_title,company_name,location,salary_range,job_type,experience_level,education_req,job_requirements,posted_date,source_platform
HR Recruitment,PT K24 Indonesia,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Microsoft Excel,11 hari yang lalu,glints
HR Recruitment,PT TOPSELL RAHARJA INDONESIA,"Mojokerto,Jawa Timur",Rp 3 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Google Sheets | +8,7 hari yang lalu,glints
Staff HR Recruitment,PT Agung Sejahtera Sidoraharjatex (Agungtex),"Kab. Karanganyar,Jawa Tengah","Rp 2,5 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Human Resource Development (HRD) | +9,3 hari yang lalu,glints
HR Recruitment,WaoW,"Kab. Tangerang,Banten","Rp 4 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Payroll | +5,8 hari yang lalu,glints
HR Recruitment & Training,Tembesu Group,"Bandar Lampung,Lampung",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),+6 | Recruitment,11 hari yang lalu,glints
HR MANAGER,AADK,"Surabaya,Jawa Timur",Rp 7 jt-9 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Recruitment,2 hari yang lalu,glints
HR Generalist,PT Digital Wings Indonesia,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | HR Administration,3 hari yang lalu,glints
HR Manager,Dewa Motor,"Bekasi,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+6 | HRIS Database Management,25 hari yang lalu,glints
HR generalist,PT RIN Group,"Tangerang Selatan,Banten","Rp 4,5 jt-6 jt",Penuh Waktu,5–10 tahun,Minimal Diploma (D1 - D4),+4 | HRIS Database Management,Kemarin,glints
Human Resources (HR) Coordinator,CV Mitra Jaya Fried Chicken,"Denpasar,Bali",Rp 3 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Talent Management,15 hari yang lalu,glints
Head HR & Recruitment,Honda IBRM,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+6 | Human Resources Management,Kemarin,glints
HR Manager,TPM GROUP (PT TRIMITRA PUTRA MANDIRI),"Jakarta Selatan,DKI Jakarta",Rp 8 jt-12 jt,Penuh Waktu,5–10 tahun,Minimal Pendidikan Profesi,+7 | HR Administration,5 hari yang lalu,glints
HR Generalist,MGS Indonesia,"Kab. Bantul,DI Yogyakarta","Rp 3,5 jt-4,3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Microsoft Excel,24 hari yang lalu,glints
HR Recruitment Specialist,Bianda Scarf,"Cimahi,Jawa Barat","Rp 3,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Recruitment | +3,18 hari yang lalu,glints
HR Staff,PT Mempeng Pilar Kreasi,"Surakarta,Jawa Tengah",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Erp Computer Based Human Resource  Management | +11,2 hari yang lalu,glints
Administrator HR,PT BAHAGIA INDO PERSADA,"Jakarta Utara,DKI Jakarta",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Administration | +5,UrgentKemarin,glints
HR GENERALIST,PT Graha Jaya Pratama Kinerja,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Microsoft Office,5 hari yang lalu,glints
HR Generalist,MG Box,"Kab. Bantul,DI Yogyakarta","Rp 1,7 jt-2,6 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Google Sheets,9 hari yang lalu,glints
HR generalist,CV Karya Bintang Abadi,"Yogyakarta,DI Yogyakarta","Rp 3,5 jt-4,5 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Recruitment,21 hari yang lalu,glints
Human Resources (HR) Coordinator,PT Inti Katamata,"Jakarta Pusat,DKI Jakarta",Rp 5 jt-6 jt,Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),Administration | +5,10 hari yang lalu,glints
HR Generalist,PT. MOMAZ KREASI INDONESIA,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Human Resource Development (HRD),5 hari yang lalu,glints
HR Intern,PT Pratama Interdana Finance,"Jakarta Selatan,DKI Jakarta","Rp 1 jt-2,5 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),Recruitment | +3 | People Development,5 hari yang lalu,glints
HR Recruitment,PT Nabawi Herbal Indonesia,"Depok,Jawa Barat","Rp 4 jt-4,5 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | HRIS Database Management,Kemarin,glints
HR RECRUITMENT STAFF,PT. Komitrando Emporio,"Kab. Bantul,DI Yogyakarta","Rp 3,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Human Resource Development (HRD),14 hari yang lalu,glints
HR Recruitment,Agung corporation,"Bekasi,Jawa Barat",Rp 5 jt-6 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Recruitment | +3,4 hari yang lalu,glints
HR Recruitment,TPM GROUP (PT TRIMITRA PUTRA MANDIRI),"Banjarmasin,Kalimantan Selatan",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +3,10 hari yang lalu,glints
HR Recruitment,PT Sinergi Insan Andalan,"Yogyakarta,DI Yogyakarta","Rp 2,3 jt-2,6 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Google Docs,9 hari yang lalu,glints
HR Recruitment Specialist,PT HiGood Live Jakarta,"Jakarta Pusat,DKI Jakarta",Rp 6 jt-15 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Psychological Assessment | +8,11 hari yang lalu,glints
HR RECRUITMENT STAFF,Ocean Media,"Jakarta Utara,DKI Jakarta","Rp 5 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Administration,5 hari yang lalu,glints
HR Recruitment & Training,PT. Era Mulia Abadi Sejahtera (EMAS CORP),"Batu,Jawa Timur","Rp 2,5 jt-3,5 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),+4 | Human Resource Development (HRD),3 hari yang lalu,glints
HR RECRUITMENT / OFFICER,PT. Satria Abdi Persada,"Jakarta Selatan,DKI Jakarta","Rp 5,5 jt-5,7 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Recruitment,21 hari yang lalu,glints
HR Generalist (Recruitment & Development),PT Adi Reka Mapras Samasta (BARBERIA INDONESIA),"Kab. Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Microsoft Office | +3,3 hari yang lalu,glints
HR Recruitment and Selection,CV Borneo Store,"Banjarmasin,Kalimantan Selatan","Rp 2,7 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+6 | HR Administration,Kemarin,glints
Human Resource (Recruitment),PT. Pick Arpu Technology,"Jakarta Selatan,DKI Jakarta","Rp 4 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Human Resource Development (HRD),Kemarin,glints
HR Recruitment Staff,PT Tik Star Media Indonesia,"Kab. Tangerang,Banten","Rp 4,5 jt-6 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Recruitment,11 hari yang lalu,glints
HR Recruitment,PT Pro-Int Dinamika,"Jakarta Barat,DKI Jakarta","Rp 5,5 jt-6 jt",Kontrak,Not Specified,Minimal Sarjana (S1),Technical Job Recruitment | +2 | HR Administration,22 hari yang lalu,glints
HR Recruitment / Talent Acquisition,Confidential Company,"Kab. Tangerang,Banten",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Analytical Skills,3 hari yang lalu,glints
Recruitment and people development,PT. Pandu Inovasi Investama,"Jakarta Timur,DKI Jakarta",Rp 5 jt-6 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+5 | People Development,Kemarin,glints
HR Recruitment (Ambon),PT. Micro Madani Institute,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Sarjana (S1),Communication Skills | +1 | Recruitment,3 hari yang lalu,glints
HRD Recruitment,GMT Specialist Sparepart Handphone,"Kab. Deli Serdang,Sumatera Utara",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Microsoft Outlook | +9,19 hari yang lalu,glints
Internship / Magang Mahasiswa,Pt Usaha Saudara Mandiri,"Tangerang,Banten",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,Communication | Microsoft Office | +1,10 hari yang lalu,glints
Legal Consultant (Internship Program),Smartlegal.id,"Jakarta Selatan,DKI Jakarta","Rp 1 jt-1,1 jt",Magang,Not Specified,Minimal Diploma (D1 - D4),+1 | Legal Compliance | Legal Research,Urgent3 hari yang lalu,glints
Recruitment Internship (Internship Program),PT. Lima Solae Group,"Surabaya,Jawa Timur",Tidak Ditampilkan,Magang,1–3 tahun,Minimal Diploma (D1 - D4),+3 | Interviewing Skills,2 hari yang lalu,glints
Legal Internship,Lux Entertainment,"Cimahi,Jawa Barat",Tidak Ditampilkan,Magang,Not Specified,Minimal Sarjana (S1),Hybrid | +7 | Legal Compliance,Kemarin,glints
Program Magang / Internship,Dekayu Indonesia,"Yogyakarta,DI Yogyakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,+2 | Hybrid | Content Writing,5 hari yang lalu,glints
Front Office (On the Job Training),PT Jangan Lupa Pulang,"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,+1 | Positive Attitude | Communicative,5 hari yang lalu,glints
FB Product (On The Job Training),PT Jangan Lupa Pulang,"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,+2 | Positive Attitude | Cook,18 hari yang lalu,glints
KOL & Affiliate Internship (Paid Internship),LUMECOLORS,"Tangerang,Banten","Rp 1,2 jt-2,3 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Data Entry | Microsoft Excel | +3,8 hari yang lalu,glints
Internship Program,Costus Garden Indonesia,"Bogor,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Civil Engineering | +10,3 hari yang lalu,glints
Content Creator Internship (Paid Internship),PT Senyum Karya Muda (PUTIH by Dentist),"Tangerang,Banten","Rp 1 jt-1,3 jt",Magang,Not Specified,Minimal SMA/SMK,+2 | Content Strategy | Content Marketing,18 hari yang lalu,glints
Legal Internship,DHH LAW FIRM,"Jakarta Selatan,DKI Jakarta",Rp 3 jt-4 jt,Magang,Not Specified,Minimal Sarjana (S1),+1 | Legal | Legal Research,26 hari yang lalu,glints
Legal internship,Erzad Kasshiraghi & Partners,"Jakarta Timur,DKI Jakarta",Rp 1 jt-2 jt,Magang,Not Specified,Minimal SMA/SMK,+1 | Legal Compliance | Legal Research,11 hari yang lalu,glints
Tax Internship,PT Coolvita Maju Sehat,"Kab. Tangerang,Banten",Rp 2 jt-3 jt,Magang,Not Specified,Minimal Sarjana (S1),Tax Reporting | +1 | Tax Audit,8 hari yang lalu,glints
Tax Internship,PT Penta Artha Impressi,"Jakarta Barat,DKI Jakarta","Rp 1,5 jt-1,8 jt",Magang,Not Specified,Minimal Diploma (D1 - D4),+2 | Coretax | Taxation,10 hari yang lalu,glints
INTERNSHIP /MAGANG MAHASISWA HUKUM - BANDUNG,EASYLEGAL,"Bandung,Jawa Barat","Rp 1 jt-1,5 jt",Magang,Not Specified,Minimal SMA/SMK,Legal Advice | +1 | Legal Compliance,9 hari yang lalu,glints
Magang Finance (Unpaid Internship),Radian Edu Solution Head Office,"Depok,Jawa Barat",Tidak Ditampilkan,Magang,Not Specified,Minimal Diploma (D1 - D4),Target Oriented | Customer Service | +9,22 hari yang lalu,glints
Internship Video Editor,PT Inspirasi Solusi Kreatif,"Jakarta Barat,DKI Jakarta",Rp 1 jt-1 jt,Magang,Not Specified,Minimal Diploma (D1 - D4),Hybrid | +7 | Capcut,8 hari yang lalu,glints
I3L Internship Program,Indonesia International Institute For Life Sciences,"Jakarta Timur,DKI Jakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,+2 | Microsoft Office | Data Entry,15 hari yang lalu,glints
PAID INTERNSHIP - AGRONOMIST,PT Adhiguna Samasta Harsa,"Kab. Karanganyar,Jawa Tengah",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Teamwork | +1 | Agriculture,15 hari yang lalu,glints
Paid Internship Social Media Specialist,Bunk Bed And Breakfast,"Yogyakarta,DI Yogyakarta","Rp 1 jt-1,2 jt",Magang,Not Specified,Minimal SMA/SMK,Content Marketing | +3 | Content Creation,Urgent3 hari yang lalu,glints
Internship,Marquee Executive Offices,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal Sarjana (S1),Hybrid | Data Entry | +12,4 hari yang lalu,glints
Internship Video Editor & Design,Travel Buddies,"Jakarta Timur,DKI Jakarta","Rp 1 jt-1,5 jt",Kontrak,Not Specified,Minimal SMA/SMK,Graphic Design | +4 | Logo Design,10 hari yang lalu,glints
Paid Internship (Magang Kerja dengan Gaji) Full-Time,PT Gapai Cita Rahardjo,"Kab. Sleman,DI Yogyakarta",Rp 1 jt-1 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,Administration | +1 | Microsoft Excel,5 hari yang lalu,glints
Program Magang Divisi Kreatif (Internship),Magna Education,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal SMA/SMK,Microsoft Office | +3 | Creative Planning,23 hari yang lalu,glints
Teller (Paid Internship),PT BPR Daya Perdana Nusantara,"Kab. Bogor,Jawa Barat",Rp 3 jt-4 jt,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Administration | Communication Skills,8 hari yang lalu,glints
Accounting Paid Internship,Hiveworks Indonesia,"Tangerang,Banten","Rp 1 jt-1,5 jt",Magang,Not Specified,Minimal Diploma (D1 - D4),Tax Accounting | +1 | Microsoft Excel,11 hari yang lalu,glints
Internship ( Magang ),Olympic Hotel & KTV,"Jakarta Barat,DKI Jakarta",Rp 1 jt-1 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,+1 | Housekeeping | Hotel Reception,12 hari yang lalu,glints
Admin Transport (Paid Internship),PT Tirtamas Coldstorindo Logistik,"Surabaya,Jawa Timur","Rp 1,7 jt-1,9 jt",Magang,Not Specified,Minimal Diploma (D1 - D4),Data Entry | Microsoft Excel | +3,Kemarin,glints
Admin Finance Paid Internship,SJM Mitra Trading,"Kab. Bandung,Jawa Barat","Rp 1 jt-2,5 jt",Magang,Not Specified,Minimal Diploma (D1 - D4),+2 | Accounting | Accurate,Kemarin,glints
Paid Internship Purchasing,PT. Mirota KSM,"Kab. Sleman,DI Yogyakarta","Rp 1 jt-1,2 jt",Magang,Not Specified,Minimal SMA/SMK,+2 | Microsoft Office | Purchasing,Kemarin,glints
Management Trainee,PT BTYK,"Jakarta Barat,DKI Jakarta",Rp 6 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +9,Kemarin,glints
Management Trainee Program,One Third Consulting and Abroad: OTCA,"Malang,Jawa Timur",Rp 3 jt-6 jt,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Leadership | Presentation Skills,28 hari yang lalu,glints
Management Trainee,PT Sumber Daya Alamindo,"Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Administration,9 hari yang lalu,glints
Management Trainee,Greenfund,"Jakarta Utara,DKI Jakarta",Rp 6 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+2 | Strong Communication Skills,6 hari yang lalu,glints
Management Trainee,BAKMI AKIU,"Denpasar,Bali","Rp 3,5 jt-5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Leadership Training | +3 | Training,10 hari yang lalu,glints
Management Trainee,PT SOLUSI ARTHA MANDIRI,"Jakarta Selatan,DKI Jakarta",Rp 5 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+2 | Salesforce,24 hari yang lalu,glints
Management Trainee,PT Alta Thomas Mandiri Indonesia,"Tangerang,Banten","Rp 3,8 jt-4 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),+2 | Microsoft Office | Spatial Analysis,3 hari yang lalu,glints
Management Trainee,Jati Kencana Beton Ungaran,"Kab. Semarang,Jawa Tengah","Rp 3,5 jt-4,5 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),Project Planning | +5 | Team Management,3 hari yang lalu,glints
Management Trainee,CV SUPER PAQINDO,"Kab. Gresik,Jawa Timur","Rp 4,5 jt-6 jt",Kontrak,Not Specified,Minimal Sarjana (S1),+1 | Data Analysis | Product Analysis,5 hari yang lalu,glints
Management Trainee,PT HIT International,"Jakarta Selatan,DKI Jakarta",Rp 7 jt-9 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+6 | Project Management,8 hari yang lalu,glints
management trainee,PT Kencana Megah Semesta,"Kab. Bogor,Jawa Barat",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Management Consulting,16 hari yang lalu,glints
Management Trainee,MEVAL Indonesia,"Surakarta,Jawa Tengah","Rp 2 jt-2,5 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,B2B Sales | Sales and Marketing | +8,2 hari yang lalu,glints
Management Trainee,Siip laundry self service,"Kab. Sleman,DI Yogyakarta","Rp 2 jt-2,3 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Administration | Microsoft Excel,9 hari yang lalu,glints
Management Trainee,CV. Vicci,"Bandung,Jawa Barat",Rp 3 jt-5 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Teaching,14 hari yang lalu,glints
Management Trainee,Alva Mitra,"Bogor,Jawa Barat",Rp 4 jt-8 jt,Kontrak,Not Specified,Minimal Sarjana (S1),Project Management | +5 | Corporate Finance,19 hari yang lalu,glints
Management Trainee,Integrity Bali,"Denpasar,Bali","Rp 3 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +5,23 hari yang lalu,glints
MANAGEMENT TRAINEE,PT. MITRA KRIDA MANDIRI,"Kab. Badung,Bali","Rp 3,5 jt-5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Microsoft Office | +3,24 hari yang lalu,glints
Management Trainee (KOL),PT HiGood Live Jakarta,"Jakarta Pusat,DKI Jakarta",Rp 5 jt-6 jt,Penuh Waktu,Not Specified,Minimal Sarjana (S1),+1 | TikTok | Microsoft Excel,2 hari yang lalu,glints
Management Trainee - Operational,PT. Sumber Sarana Putra,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Sarjana (S1),Procurement | +4 | Logistics Management,2 hari yang lalu,glints
Management Trainee (MT) Program,Bantu Ecommerce (BE Agency),"Bekasi,Jawa Barat",Rp 5 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +11,7 hari yang lalu,glints
Operation - Management Trainee,PT HiGood Live Jakarta,"Jakarta Pusat,DKI Jakarta","Rp 5,5 jt-8 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Obs Live Stream | Leadership,2 hari yang lalu,glints
Venture Management Trainee,PT Terang Bumi Sejahtera,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,9 hari yang lalu,glints
Wealth Management Trainee,PT KASIH SEJATI BERLIMPAH,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,11 hari yang lalu,glints
STORE MANAGEMENT TRAINEE,iLuFA Distribusindo,"Surakarta,Jawa Tengah","Rp 2,4 jt-3,6 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+3 | Store Management,18 hari yang lalu,glints
Junior Management Trainee,DEPEARL,"Surabaya,Jawa Timur",Rp 4 jt-6 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,Marketing Strategy | +1 | Social Media,7 hari yang lalu,glints
Management Trainee Produksi,PT. VOK Electrical Appliances Indonesia,"Kab. Kendal,Jawa Tengah","Rp 3 jt-3,5 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),English Language | Microsoft Excel | +3,26 hari yang lalu,glints
MANAGEMENT TRAINEE - TAX,PT Armada Autotara,"Jakarta Barat,DKI Jakarta",Rp 5 jt-8 jt,Kontrak,Not Specified,Minimal Sarjana (S1),Microsoft Excel | +3 | Tax Planning,5 hari yang lalu,glints
Management Trainee - Marketing,PT ARION INDONESIA,"Malang,Jawa Timur",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+7 | Content Strategy,10 hari yang lalu,glints
Business Management Trainee (Internship),PT. Kitar Technology Indonesia,"Jakarta Selatan,DKI Jakarta","Rp 3 jt-4,5 jt",Magang,Not Specified,Minimal Sarjana (S1),Communication Skills | +3 | Negotiation Skills,2 hari yang lalu,glints
MANAGEMENT TRAINEE — Operasional & Teknik,Yidukasi Teknologi Indonesia,"Yogyakarta,DI Yogyakarta",Rp 3 jt-5 jt,Penuh Waktu,Not Specified,Minimal Sarjana (S1),+10 | Project Management | Mechanical Equipment,2 hari yang lalu,glints
Fresh Graduate Management Training Program (Onsite),Deliveree Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-6 jt,Penuh Waktu,Not Specified,Minimal Sarjana (S1),+1 | Business Development | Operations Management,8 hari yang lalu,glints
Sales (Fresh Graduate),Zeppelin Indonesia,"Jakarta Barat,DKI Jakarta","Rp 4 jt-4,5 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,+5 | B2B Sales | Sales and Marketing,10 hari yang lalu,glints
TELESALES (FRESH GRADUATE),PT Sinar Jernih Suksesindo,"Yogyakarta,DI Yogyakarta","Rp 2,7 jt-2,9 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+1 | Customer Service | Sales and Marketing,31 hari yang lalu,glints
Teknisi Smartphone (Fresh Graduate),iMoji Service,"Surabaya,Jawa Timur",Rp 2 jt-3 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,Communication Skills | +3 | Problem Solving,3 hari yang lalu,glints
Direct Sales Executive ( Fresh Graduate / Lulusan Baru ),PT. Rabit Teknologi Pintar,"Jakarta Barat,DKI Jakarta","Rp 4 jt-5,7 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,+1 | Account Management | Sales and Marketing,25 hari yang lalu,glints
ADMIN (FRESH GRADUATE SMK),PT MITRA BAHAGIA CITRA MEDIKA,"Surabaya,Jawa Timur","Rp 4,5 jt-4,8 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Administration | Microsoft Office | +1,5 hari yang lalu,glints
Account Executive (Fresh Graduate Welcome),Saras Subur Abadi,"Jakarta Utara,DKI Jakarta","Rp 5 jt-5,8 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Customer Relationship Management,4 hari yang lalu,glints
Telemarketing (Domisili Bali) (Fresh Graduate),Triyana Group,"Denpasar,Bali",Rp 2 jt-2 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Telesales,11 hari yang lalu,glints
Junior Accountant / Accounting Staff (Fresh Graduate),Kognisi Inspiratif Seren,"Jakarta Utara,DKI Jakarta","Rp 4 jt-5,9 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),+6 | Accounting | Microsoft Excel,29 hari yang lalu,glints
SALES TRAINEE PROGRAM,PT Astra International Tbk - Isuzu Sales Operation,"Semarang,Jawa Tengah","Rp 1,8 jt-2,5 jt",Magang,1–3 tahun,Minimal SMA/SMK,Marketing Communications | +9,Urgent5 hari yang lalu,glints
PruVenture Development Program,INFINITY Group,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +9,Urgent4 hari yang lalu,glints
Admin Marketplace & Sosial Media (Fresh Graduate),Nordtime Indonesia,"Surabaya,Jawa Timur","Rp 2 jt-2,8 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,+2 | Customer Relations | Customer Service,4 hari yang lalu,glints
MASS INTERNSHIP - Mahasiswa aktif & Fresh Graduate,PT Meta Kreasi Indonusa (Immers Asia Corp),"Jakarta Selatan,DKI Jakarta","Rp 1 jt-1,2 jt",Magang,Not Specified,Minimal Sarjana (S1),+10 | Office Administration | Google Sheets,10 hari yang lalu,glints
URGENT! PENAGIH LAPANGAN FRESH GRADUATE ADIRA CILEDUG,PT DESKCOL INDONESIA SEJAHTERA,"Tangerang,Banten",Rp 5 jt-8 jt,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Data Collection | +1 | Customer Service,Kemarin,glints
PROGRAM AMBASADOR,PT. Idea Indonesia Tbk,"Makassar,Sulawesi Selatan","Rp 1 jt-3,8 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+3 | Communicative,2 hari yang lalu,glints
Program Pendayagunaan,Taman Zakat Indonesia,"Kab. Sidoarjo,Jawa Timur","Rp 2,5 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Marketing Communications | +8,8 hari yang lalu,glints
PROGRAM OFFICER,TEMAN BAIK,"Kab. Sidoarjo,Jawa Timur","Rp 2,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+3 | Time Management,23 hari yang lalu,glints
URGENT! PENAGIH LAPANGAN FRESH GRADUATE ADIRA ALAM SUTRA,PT DESKCOL INDONESIA SEJAHTERA,"Tangerang Selatan,Banten",Rp 5 jt-8 jt,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Data Collection | +1 | Negotiation Skills,Kemarin,glints
Admin Program,Nyaman Coffee & Eatery,"Kab. Sragen,Jawa Tengah",Rp 1 jt-3 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Office Administration | +4,2 hari yang lalu,glints
Program Manager,Solve Education!,"Bandung,Jawa Barat",Rp 4 jt-8 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+11 | Team Management,8 hari yang lalu,glints
Program Coordinator,Yayasan HOPE Indonesia,"Jakarta Selatan,DKI Jakarta","Rp 5 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Project Management,9 hari yang lalu,glints
Marketing Program,Proptechnesia,"Depok,Jawa Barat",Rp 1 jt-2 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | Marketing Management,7 hari yang lalu,glints
Affiliate Program,FP One Agency,"Jakarta Pusat,DKI Jakarta",Rp 1 jt-2 jt,Freelance,Not Specified,Minimal SMA/SMK,Hybrid | Content Marketing | +9,15 hari yang lalu,glints
