job_title,company_name,location,salary_range,job_type,experience_level,education_req,job_requirements,cluster_prediction
Jr. Scrum Master for Banking Industry,PT Sigma Global Teknologi,"Tangerang,Banten",Rp 8 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Scrum | +3,0
Scrum Master for Banking Industries (Prefer ASAP),PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta",Rp 12 jt-140 jt,Kontrak,3–5 tahun,Minimal Diploma (D1 - D4),+4 | Project Management,2
Boardgame Master,Ludoria,"Kab. Tangerang,Banten",Tidak Ditampilkan,Paruh Waktu,1–3 tahun,Minimal SMA/SMK,Communication Skills | +3,0
Shisha Master,PT. Dapur Tanpa Batas,"Kab. Badung,Bali","Rp 3,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Customer Service,0
GAME MASTER,Board Game Academy,"Surabaya,Jawa Timur","Rp 1,5 jt-2,5 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Google Ads | +6 | Game Community Operation,0
NAIL MASTER,ULALA NAILS,"Kab. Badung,Bali",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Beauty Treatments | +5,0
Master Teacher,Homeschooling KITA,"Denpasar,Bali","Rp 2,5 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | Teaching Junior High School,0
Master Teacher,Brain Academy by Ruangguru Ende,"Kab. Ende,Nusa Tenggara Timur",Rp 1 jt-2 jt,Freelance,Not Specified,Minimal Sarjana (S1),Communication Skills | Classroom Management | +3,0
SHISHA MASTER,PT SHISHA SUKA BALI,"Kab. Badung,Bali","Rp 3,8 jt-6 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,+2 | Communication Skills | English Language,0
Shisha Master,El Kabron Bali Beach Club,"Kab. Badung,Bali",Rp 10 jt-14 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,English Language | +3,0
MASTER PLANNER,PT. DKV PRINTING INDONESIA,"Kab. Kendal,Jawa Tengah",Rp 5 jt-8 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Film & Video Production,0
MASTER TEACHER SD,Homeschooling Kak Seto Depok,"Depok,Jawa Barat","Rp 3 jt-3,5 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),Teamwork | Science | Mathematics,0
Master of Ceremony,Fida Bintang Bersinar,"Surabaya,Jawa Timur",Rp 4 jt-5 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,+2 | Host | Time Management,0
Freelance Master Ceremony,Kreen Indonesia,"Tangerang,Banten",Tidak Ditampilkan,Freelance,Not Specified,Minimal SMA/SMK,+1 | percaya diri | Time Management,0
BARISTA & GAME MASTER,Alisted Boardgame Cafe,"Jakarta Utara,DKI Jakarta",Rp 1 jt-2 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,Public Speaking | Communication | +1,2
Master of Ceremony,Chayon Online Course,"Jakarta Timur,DKI Jakarta",Rp 1 jt,Paruh Waktu,Not Specified,Minimal SMA/SMK,+2 | Storytelling | Remote/Dari rumah,0
Master Game Tour,Kili Kili Adventure,"Jakarta Timur,DKI Jakarta",Rp 1 jt-2 jt,Freelance,1–3 tahun,Minimal SMA/SMK,+5 | Team Building,0
Master Teacher Ekonomi (Bali),Brain Academy Ruangguru Tabanan Ir. Soekarno,"Kab. Tabanan,Bali","Rp 1,5 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Customer Service,0
Master Teacher Fisika (Bali),Brain Academy Ruangguru Tabanan Ir. Soekarno,"Kab. Tabanan,Bali","Rp 1,5 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Customer Service,0
Master Teacher Biologi (Bali),Brain Academy Ruangguru Tabanan Ir. Soekarno,"Kab. Tabanan,Bali","Rp 1,5 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Customer Service,0
Master of Ceremony (MC),PT Quality Games Indonesia,"Surabaya,Jawa Timur","Rp 4,5 jt-5 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),Event Management | +3,0
Master Teacher English Academy Cilacap,Ruangguru,"Kab. Cilacap,Jawa Tengah",Tidak Ditampilkan,Paruh Waktu,1–3 tahun,Minimal Sarjana (S1),English Language | +3,0
Master Teacher Brain Academy - Konawe,Ruangguru,"Kab. Konawe,Sulawesi Tenggara",Tidak Ditampilkan,Paruh Waktu,1–3 tahun,Minimal Sarjana (S1),Teaching High School Social | +3,2
Master Teacher Matematika (Bali),Brain Academy Ruangguru Jembrana,"Kab. Jembrana,Bali","Rp 1,5 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Student Counseling | +7,0
Master Teacher Kimia (Bali),Brain Academy Ruangguru Jembrana,"Kab. Jembrana,Bali","Rp 1,5 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Student Counseling | +7,0
Master Teacher Fisika (Bali),Brain Academy Ruangguru Jembrana,"Kab. Jembrana,Bali","Rp 1,5 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Communication Skills,0
Master Teacher English Academy Purwokerto - Kombas,Ruangguru,"Kab. Banyumas,Jawa Tengah",Tidak Ditampilkan,Paruh Waktu,1–3 tahun,Minimal Sarjana (S1),Language Teaching | +3,2
Master Teacher Matematika Brain Academy - Lahat,Ruangguru,"Kab. Lahat,Sumatera Selatan",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Sarjana (S1),+4 | English Language | Teaching High School Science,2
Product Owner,PT Rahadhyan International Capital Haven,"Bandung,Jawa Barat","Rp 4,5 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +5,0
Digital Product Owner,PT. Barrans Global Mandiri,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | Product Design,0
Product Owner (B2C),Pt Mitra Seribu Saudara,"Jakarta Barat,DKI Jakarta","Rp 5,7 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Audio Products | +17,0
Digital Product Owner,PT Hermes Solusi Integrasi,"Jakarta Selatan,DKI Jakarta",Rp 9 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Stock Trading | +5,0
Product Owner (Insurance),PT Unilabel Pakindo Jaya,"Jakarta Barat,DKI Jakarta",Rp 10 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Product Design,0
Product Owner & Business Analyst,PT Kimu Andalan Nusantara,"Jakarta Selatan,DKI Jakarta",Rp 7 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Project Management,2
Dokter - Product Owner PPDS Prep,Asclepio,"Surabaya,Jawa Timur",Rp 5 jt-6 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | Education Administration,2
Dokter - Product Owner PPDS Prep (Hybrid),Asclepio,"Surabaya,Jawa Timur",Rp 5 jt-6 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Hybrid | +3,2
Dokter - Product Owner PPDS Prep (WFH),Asclepio,"Surabaya,Jawa Timur",Rp 5 jt-6 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+3 | Remote/Dari rumah,2
Owner Surveyor,PT United Shipping Indonesia,"Surabaya,Jawa Timur",Rp 5 jt-6 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Hybrid | +3,0
Assistant owner,NOEMI BEAUTY SALON,"Kab. Badung,Bali",Rp 4 jt-5 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,Leadership | +3 | Problem Solving,0
Product Intern,Glints Taploker,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal Sarjana (S1),+4 | Project Management | Content Marketing,1
Product Specialist,PT. MULTIPARD MANDIRI,"Jakarta Timur,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Hybrid | Product Development,0
Product Specialist,PT Buwana Mitra Semesta,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Microsoft Excel | +14,0
Product Specialist,GriyaNet Indonesia,"Malang,Jawa Timur","Rp 3,5 jt-5 jt",Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Management Reporting,0
Product Ops Specialist,Bvarta,"Kab. Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),Post-launch | +5,0
Product Specialist,PT Panca Wisesa Adhika,"Jakarta Pusat,DKI Jakarta","Rp 5 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+10 | Architectural Design,0
UI/UX Designer,PT Sellerpintar Digital Asia,"Kab. Sleman,DI Yogyakarta","Rp 2,6 jt-2,6 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),UI Design | +6,0
UI/UX Designer,LabMu,"Yogyakarta,DI Yogyakarta","Rp 3,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Usability Testing,0
UI/UX Designer,Uprint.id,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),Figma | +10,0
UI/UX Designer,PT Mediatechindo,"Yogyakarta,DI Yogyakarta",Rp 3 jt-4 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+9 | Remote/Dari rumah,0
UI/UX Designer,PT Nextgen Inovasi Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-8 jt,Kontrak,3–5 tahun,Minimal Diploma (D1 - D4),Figma | +5,0
Web UI/UX Designer,PT Mahada Group Internasional,"Bandung,Jawa Barat",Rp 2 jt-3 jt,Freelance,Not Specified,Minimal Diploma (D1 - D4),UI Design | Hybrid | +4,0
UI/UX Designer,Ngonten Box,"Tangerang Selatan,Banten",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+8 | Adobe Photoshop,0
UI/UX Designer,3dvanced Pte Ltd,"Yogyakarta,DI Yogyakarta",Rp 5 jt-10 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+5 | Remote/Dari rumah,0
UI/UX Designer,Konten.com,"Tangerang,Banten",Rp 5 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Figma | +3,0
UI/UX Designer,PT Reka Multi Aptika,"Jakarta Pusat,DKI Jakarta",Rp 5 jt-9 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+5 | UX Design,0
Web UI/UX Designer,PT Tonjoo Gagas Teknologi,"Kab. Sleman,DI Yogyakarta",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Figma,0
UI/UX Designer Intern,PT MITRA BERKAT DIGITAL,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Magang,1–3 tahun,Minimal Sarjana (S1),+6 | Prototyping,1
Web UI/UX Designer,PT Mulia Cipta Indonesia,"Jakarta Barat,DKI Jakarta",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | UX Design,0
Web UI/UX Designer,PT. Mega Creative Promosindo Jogja,"Kab. Bantul,DI Yogyakarta",Rp 2 jt-3 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | UX Design,0
UI/UX Designer Intern,Palm Game Studio,"Denpasar,Bali",Rp 1 jt,Magang,1–3 tahun,Minimal Sarjana (S1),+10 | Remote/Dari rumah,1
Graphic & UI/UX Designer,PT Vylera Labs Indonesia,"Tangerang Selatan,Banten",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Figma | +4,2
Internship UI/UX Designer,PT Qtera Mandiri,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal Diploma (D1 - D4),+2 | UI Design | UX Design,0
Desainer UI/UX,Yasa Nusa Talenta,"Jakarta Barat,DKI Jakarta",Rp 7 jt-21 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+9 | UX Design,0
Desainer UI/UX,PT Indoparts Mobile Phones,"Jakarta Utara,DKI Jakarta",Rp 5 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,UI Design | +7,0
UI/UX Designer Internship,Makers Institute,"Bandung,Jawa Barat",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,Figma | +4 | Usability Testing,0
Desainer UI/UX,Pickolab Studio,"Semarang,Jawa Tengah","Rp 3 jt-3,5 jt",Kontrak,1–3 tahun,Minimal SMA/SMK,Hybrid | +5,0
UI / UX Specialist,MyFundAction Indonesia,"Jakarta Pusat,DKI Jakarta",Rp 3 jt-6 jt,Freelance,1–3 tahun,Minimal Sarjana (S1),Hybrid | +5,2
Internship - UI/UX Designer,Sekawan Media,"Kab. Malang,Jawa Timur",Tidak Ditampilkan,Magang,Not Specified,Minimal Diploma (D1 - D4),Figma | +1 | Adobe Photoshop,2
UI UX Designer (Intern),PT. Living Fitness Indonesia,"Jakarta Pusat,DKI Jakarta","Rp 2,5 jt-2,5 jt",Magang,Not Specified,Minimal Sarjana (S1),Hybrid | +4 | Prototyping,1
UI/UX Designer Intern,PT. Cipta Visi Cakrawala,"Kab. Tangerang,Banten",Rp 1 jt,Magang,Not Specified,Minimal SMA/SMK,+4 | UX Design | Remote/Dari rumah,1
UI/UX Desainer,CV Armas Surya Cemerlang,"Jakarta Pusat,DKI Jakarta",Rp 3 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Remote/Dari rumah | +8,0
Desainer UI/UX,Pt Jari Solusi International,"Jakarta Selatan,DKI Jakarta","Rp 3,6 jt-5,4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Adobe XD,0
UI/UX Desainer,PT Inovasi Karya International,"Jakarta Barat,DKI Jakarta",Rp 7 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Usability Testing,0
Unpaid Internship UI/UX Designer,jobnation,"Malang,Jawa Timur",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,+2 | UI Design | Remote/Dari rumah,0
Internship UI/UX Designer (PAID),Rimba Ananta Vikasa Indonesia,"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,+2 | Communication Skills | Analytical Skills,0
UI/UX Desainer,Solutionlabs Grup Indonesia,"Kab. Sleman,DI Yogyakarta",Rp 6 jt-7 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+5 | Remote/Dari rumah,0
Product Designer,PT HIKMAT UMAT BERINOVASI,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +20,0
Product Designer,PT Hydrax Teknologi Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 15 jt-20 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+7 | Remote/Dari rumah,0
Product Designer,Bareksa Portal Investasi / Bareksa.com,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +15,0
Product Designer,PT Aku Pintar Indonesia,"Jakarta Barat,DKI Jakarta","Rp 5,4 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +7,0
Product Designer,PT Panca Usahatama Paramita,"Jakarta Barat,DKI Jakarta","Rp 3,5 jt-5,3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Creative Design,0
Product Designer,Kaosedhewe,"Semarang,Jawa Tengah","Rp 2,5 jt-3,2 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Fashion Brand Sales | +5,0
Product Designer,Patina Project LLC,"Jakarta Selatan,DKI Jakarta",Rp 17 jt-22 jt,Kontrak,3–5 tahun,Minimal SD,+5 | Remote/Dari rumah,0
Product Designer,RRMF Official,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Fashion Brand Sales,0
Product Designer,JAWA CLASSIC AESTETICS FURNITURE & CRAFT,"Kab. Bantul,DI Yogyakarta",Rp 1 jt-3 jt,Paruh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Figma,0
Internship Product Designer,CV Kingkoper Promosindo,"Bekasi,Jawa Barat",Tidak Ditampilkan,Magang,Not Specified,Minimal Diploma (D1 - D4),+2 | Packaging Design | Sketch,0
Product Designer Footwear,Patris Official,"Bogor,Jawa Barat",Rp 5 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Wireframing | +11,0
Packaging Product Designer,Mulia Box,"Kab. Bandung,Jawa Barat",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Packaging Design | +3,0
Senior Product Designer,PT Pintar Pemenang Asia,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Jira | +3,0
Product & Graphic Designer,PT. Andalan Permata Harapan,"Tangerang Selatan,Banten","Rp 2,8 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Adobe Photoshop,2
Creative Product Designer,Nappa Milano,"Kab. Tangerang,Banten",Rp 5 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+6 | Brand Design,0
Motion Graphic Designer,Nodewave Indonesia,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+1 | Adobe Illustrator | Adobe Photoshop,0
3D Product Designer,Otoproject Group,"Jakarta Utara,DKI Jakarta","Rp 5 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | 3D Modeling,0
Product Designer Intern,PT Boogie Apparel Indonesia,"Bogor,Jawa Barat","Rp 1 jt-1,5 jt",Magang,Not Specified,Minimal Sarjana (S1),+2 | Fashion Design | Product Design,1
Product Designer & Product Development Kosmetik,Cindynal,"Tangerang,Banten",Rp 3 jt-5 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,"Tren Pasar Kosmetik Dan Skincare Terkini | +4 | Adobe Illustrator, Adobe Photoshop, Figma, Dan/atau Canva",2
Graphic Designer,NCY,"Kab. Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Adobe Photoshop,0
(Interior Furniture) Product Designer,Group BIKA,"Tangerang Selatan,Banten","Rp 5,5 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+3 | Product Design,0
Freelance Graphic Designer,PT Computrade Technology International,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Freelance,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,0
R&D Graphic Designer (Custom Case Product Development),Caselify,"Jakarta Barat,DKI Jakarta",Rp 3 jt-4 jt,Penuh Waktu,3–5 tahun,Minimal SMA/SMK,+6 | Adobe Illustrator,0
Freelance Graphic Designer,Kumparan,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Freelance,1–3 tahun,Minimal Diploma (D1 - D4),+4 | Remote/Dari rumah,0
Freelance Graphic Designer,PT. Berkah Investasi Teknologi,"Kab. Sleman,DI Yogyakarta","Rp 1 jt-1,5 jt",Freelance,1–3 tahun,Minimal Sarjana (S1),Hybrid | +7,0
Freelance Graphic Designer,PT. Badan Delight Connection Cosmetics Indonesia,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Freelance,Not Specified,Minimal Sarjana (S1),+2 | Hybrid | Adobe Photoshop,0
Product Packaging Designer,Doner Dash,"Kab. Badung,Bali",Rp 4 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | Adobe Photoshop,0
Graphic Designer & Motion Designer,PT. Smile Lab,"Jakarta Selatan,DKI Jakarta","Rp 5,5 jt-6 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Logo Design | +3,2
(Freelance) Creative Designer,Ultimo Solution,"Bandung,Jawa Barat",Tidak Ditampilkan,Freelance,Not Specified,Minimal SMA/SMK,Figma | +1 | Adobe Photoshop,0
Graphic Designer,PT Sinergi Perdana Mandiri,"Kab. Tangerang,Banten","Rp 3,2 jt-4,8 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Graphic Design | +5,0
Freelance Graphic Designer,Aerion Motors,"Jakarta Selatan,DKI Jakarta","Rp 2,4 jt-3,6 jt",Freelance,1–3 tahun,Minimal Sarjana (S1),+4 | Remote/Dari rumah,0
Freelance Graphic Designer,Kreativyn.id - Zainul R***,"Kab. Sidoarjo,Jawa Timur",Tidak Ditampilkan,Freelance,Not Specified,Minimal SMA/SMK,Hybrid | +4 | Brand Design,0
Graphic Designer,3mongkis,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Graphic Design | +4,0
Freelance Graphic Designer,Masa Remaja,"Jakarta Selatan,DKI Jakarta",Rp 1 jt-2 jt,Freelance,1–3 tahun,Minimal SMA/SMK,+5 | Remote/Dari rumah,0
Graphic Designer,Nyai Mercon,"Kab. Garut,Jawa Barat","Rp 3 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Adobe Illustrator,0
Graphic Designer,PT GREISY BERKAH KENCANA,"Jakarta Timur,DKI Jakarta","Rp 5,7 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Graphic Design | +3,0
Graphic Designer,Habitat Park,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal SMA/SMK,+2 | Adobe Photoshop,0
Graphic Designer,Pt. Indo Duta Eka Kreasi Unik,"Jakarta Utara,DKI Jakarta",Rp 2 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Adobe Illustrator,0
Graphic Designer,PT BARISAN ORANG ORANG SUKSES,"Kab. Tangerang,Banten","Rp 3,5 jt-5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+7 | Adobe Photoshop,0
Freelance GRAPHIC DESIGNER,HerRay,"Bekasi,Jawa Barat","Rp 2,5 jt-3,5 jt",Freelance,Not Specified,Minimal SMA/SMK,+5 | Creative Strategy | Remote/Dari rumah,0
Graphic Designer,PT Seenda Tech,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Graphic Design | +3,0
Graphic Designer,Ravelle,"Jakarta Utara,DKI Jakarta","Rp 6 jt-7,5 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Brand Design | +3,0
Graphic Designer,PT.Matra Digital Group,"Bandar Lampung,Lampung",Rp 2 jt-4 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,+2 | Graphic Design | Adobe Photoshop,0
Graphic Designer,PT APOLO INDUSTRI SUKSES HARMONIS,"Jakarta Utara,DKI Jakarta","Rp 4,5 jt-5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Adobe Photoshop,0
Freelance Graphic Designer,Lithe Agency,"Surabaya,Jawa Timur","Rp 1,5 jt-2,5 jt",Freelance,1–3 tahun,Minimal Sarjana (S1),+3 | Adobe Photoshop,0
Graphic Designer,PT. Mono Veritas Abadi,"Jakarta Barat,DKI Jakarta",Rp 6 jt-9 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Graphic Design | +3,0
Graphic Designer,OFEI BEAUTY CLINIC CENTER,"Kab. Tangerang,Banten",Rp 5 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Attention to Detail,0
Graphic Designer,Big Sun Digital,"Medan,Sumatera Utara",Rp 2 jt-3 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Adobe Photoshop,0
Graphic Designer,Kalman Marketing Agency,"Kab. Badung,Bali","Rp 3,5 jt-4 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Adobe Illustrator | +5 | Brand Design,0
Graphic Designer,PT Etta Indo Tama,"Kab. Sleman,DI Yogyakarta","Rp 1,9 jt-2,9 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Packaging Design | +5,0
Graphic Designer,Masbos Corporation,"Yogyakarta,DI Yogyakarta","Rp 1,7 jt-2 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,+7 | Logo Design | Canva Design,0
Graphic Designer,Tuksedo Studio,"Kab. Gianyar,Bali","Rp 4 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Adobe Illustrator,0
Graphic Designer,Overheard Beauty Universe,"Jakarta Selatan,DKI Jakarta",Rp 7 jt-9 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Packaging Design,0
marketing pemasaran,Rits Teknologi Indonesia,"Surabaya,Jawa Timur","Rp 3,5 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Hybrid | +3,0
Affiliate Marketing Specialist,Dr.O Business Group,"Medan,Sumatera Utara","Rp 2,2 jt-3 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+7 | Teamwork | Sales and Marketing,0
Marketing Executive,PT New Ratna Motor (Toyota Nasmoco),"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+4 | Marketing Strategy,0
Marketing Executive,Pt. Panorama Media,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Marketing Communications,0
Marketing Intern,MURA Bakmi & Kopi,"Bogor,Jawa Barat","Rp 1 jt-1,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | KOL Operation | Digital Marketing,1
Marketing Staff,Inagi,"Malang,Jawa Timur",Rp 2 jt-3 jt,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+4 | Google Analytics | Digital Marketing,0
Growth Lead (Performance Marketing),SVO Surabaya,"Surabaya,Jawa Timur",Rp 10 jt-20 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+14 | Paid Content Operation,0
Marketing,Zenna Furniture Indonesia,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+6 | Content Marketing,0
Digital Marketing Strategist,Dream Coffee,"Bandung,Jawa Barat",Rp 3 jt-4 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+10 | KOL Operation,0
Freelance Admin Marketing,Adsventure,"Jakarta Barat,DKI Jakarta",Rp 1 jt-2 jt,Freelance,Not Specified,Minimal SMA/SMK,Affiliate Marketing | +3 | Remote/Dari rumah,0
Performance Marketing Specialist,Clouwny,"Kab. Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+6 | Google Analytics,0
Digital Marketing Analyst,Dabtive,"Kab. Sleman,DI Yogyakarta","Rp 3,5 jt-7 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+9 | Digital Marketing,0
marketing,PT Berjaya Makmur Sukses Indotama,"Jakarta Pusat,DKI Jakarta","Rp 4,8 jt-8 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Marketing Strategy | +1 | Social Media,0
